#num_of_iter: 500
#num_of_exper: 1
#rows: 51
#columns: 51
#p_init_C: 0.5
#p_state_mut: 0.00
#p_strat_mut: 0.00
#p_0_neighb: 0.30
#p_1_neighb: 0.10
#prob_fix_strat: 0.00
#comp_type: loc_tourn
#p_strat_mut_type: default
#strat_mut_val: n
#sharing: n
#allC: 0.2
#allD: 0.2
#kD: 0.2
#kC: 0.2
#kDC: 0.2
#k: range
#k_values: 0 to 8
#synchronity_prob: 1.00
#optimal_num_of_1s: 676
#playerC_opponentD_payoff: 1.0
#playerC_opponentC_payoff: -1.0
#playerD_opponentD_rew: 1.0
#playerD_opponentD_pen: -1.0
#playerD_opponentC_rew: 1.0
#playerD_opponentC_pen: -1.0
#debug: n
# 


#Experiment 1 

#seed: 944504714
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 387         0.2807        0.3033        0.0921           0.0        0.0065           0.0        0.1865         0.807        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 388         0.2787        0.3033        0.0895           0.0        0.0065           0.0        0.1926        0.8008        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 389          0.281        0.3062         0.093           0.0        0.0058           0.0        0.1872         0.807        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 390         0.2787        0.3033         0.092           0.0         0.005           0.0        0.1938        0.8012        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 391         0.2822        0.3033        0.0903           0.0        0.0038           0.0        0.1869        0.8093        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 392         0.2768        0.3047         0.093           0.0        0.0062           0.0        0.1922        0.8016         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 393         0.2799        0.3047        0.0893           0.0        0.0058           0.0        0.1869        0.8074        0.8174           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 394          0.281        0.3033        0.0854           0.0        0.0062           0.0        0.1934        0.8005        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 395         0.2807        0.3062        0.0892           0.0        0.0046           0.0        0.1865        0.8089        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 396         0.2814        0.3033        0.0857           0.0        0.0042           0.0        0.1934        0.8024        0.8181           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 397         0.2818        0.3047        0.0868           0.0        0.0042           0.0        0.1876        0.8082        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9939           0.0           0.0           0.0           0.0           0.0        0.0061           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 398         0.2803        0.3033        0.0884           0.0        0.0042           0.0        0.1938         0.802        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 399          0.283        0.3047        0.0933           0.0        0.0058           0.0        0.1869        0.8074        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 400         0.2772        0.3033        0.0935           0.0        0.0062           0.0        0.1922        0.8016        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 401         0.2799        0.3047        0.0914           0.0        0.0054           0.0        0.1869        0.8078        0.8174           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 402          0.278        0.3047        0.0931           0.0        0.0085           0.0         0.193        0.7985         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 403         0.2799        0.3033        0.0927           0.0        0.0065           0.0        0.1861        0.8074        0.8185           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 404         0.2784        0.3047        0.0902           0.0        0.0077           0.0         0.193        0.7993        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 405         0.2784        0.3077        0.0904           0.0        0.0062           0.0        0.1872        0.8066        0.8185           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 406         0.2818        0.3033        0.0875           0.0        0.0058           0.0        0.1942        0.8001        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 407         0.2814        0.3033        0.0911           0.0         0.005           0.0        0.1869        0.8082        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 408         0.2784        0.3033        0.0898           0.0        0.0065           0.0        0.1922        0.8012        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 409         0.2799        0.3062        0.0953           0.0         0.005           0.0        0.1869        0.8082        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 410         0.2795        0.3033         0.091           0.0        0.0058           0.0        0.1938        0.8005        0.8212           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 411         0.2807        0.3033        0.0936           0.0        0.0054           0.0        0.1865        0.8082        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 412         0.2776        0.3047         0.092           0.0        0.0065           0.0        0.1922        0.8012        0.8212           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 413         0.2787        0.3047         0.091           0.0         0.005           0.0        0.1869        0.8082        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 414         0.2803        0.3033        0.0884           0.0         0.005           0.0        0.1934        0.8016        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 415         0.2807        0.3062          0.09           0.0        0.0058           0.0        0.1865        0.8078        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 416         0.2791        0.3033        0.0888           0.0        0.0069           0.0        0.1922        0.8008        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 417         0.2807        0.3062        0.0952           0.0        0.0058           0.0        0.1869        0.8074        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 418         0.2784        0.3033        0.0893           0.0        0.0085           0.0        0.1934        0.7982        0.8228           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 419          0.281        0.3047        0.0976           0.0        0.0042           0.0        0.1865        0.8093        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 420         0.2791        0.3033        0.0899           0.0        0.0038           0.0        0.1922        0.8039        0.8212           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 421         0.2799        0.3047         0.091           0.0        0.0046           0.0        0.1869        0.8085        0.8181           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 422         0.2787        0.3047         0.091           0.0        0.0065           0.0        0.1938        0.7997        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 423         0.2807        0.3033        0.0913           0.0        0.0058           0.0        0.1865        0.8078        0.8189           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 424         0.2787        0.3033        0.0886           0.0        0.0065           0.0         0.193        0.8005        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 425         0.2791        0.3077        0.0895           0.0         0.005           0.0        0.1872        0.8078        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 426         0.2818        0.3033        0.0864           0.0        0.0065           0.0        0.1934        0.8001        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 427          0.281        0.3033        0.0925           0.0        0.0065           0.0        0.1865         0.807        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 428          0.278        0.3033        0.0907           0.0        0.0065           0.0        0.1926        0.8008        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 429          0.281        0.3062        0.0936           0.0        0.0046           0.0        0.1872        0.8082        0.8181           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 430         0.2795        0.3033         0.091           0.0         0.005           0.0        0.1934        0.8016        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 431         0.2814        0.3033        0.0915           0.0        0.0054           0.0        0.1865        0.8082        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 432         0.2768        0.3047        0.0941           0.0        0.0069           0.0        0.1922        0.8008        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 433         0.2791        0.3047        0.0904           0.0        0.0069           0.0        0.1869        0.8062        0.8178           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 434         0.2787        0.3047        0.0909           0.0        0.0069           0.0        0.1938        0.7993        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 435         0.2803        0.3062        0.0909           0.0        0.0058           0.0        0.1865        0.8078        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 436         0.2803        0.3047        0.0875           0.0        0.0058           0.0        0.1926        0.8016        0.8185           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 437         0.2795        0.3077        0.0969           0.0         0.005           0.0        0.1869        0.8082        0.8181           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 438         0.2791        0.3047        0.0904           0.0        0.0073           0.0         0.193        0.7997         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9966           0.0  
 439         0.2787        0.3062        0.1006           0.0        0.0046           0.0        0.1861        0.8093        0.8197           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 440         0.2787        0.3047        0.1007           0.0        0.0023           0.0        0.1926        0.8051        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 441          0.278        0.3062        0.0961           0.0        0.0038           0.0        0.1865        0.8097        0.8201           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 442         0.2795        0.3077        0.0977           0.0        0.0012           0.0        0.1942        0.8047         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9921           0.0           0.0           0.0           0.0           0.0        0.0079           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 443         0.2807        0.3062        0.0956           0.0        0.0004           0.0        0.1861        0.8135         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 444         0.2795        0.3062        0.0946           0.0           0.0           0.0        0.1926        0.8074        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 445         0.2791        0.3107        0.0932           0.0           0.0           0.0        0.1869        0.8131         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 446         0.2826        0.3062        0.0926           0.0           0.0           0.0        0.1934        0.8066        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 447          0.281        0.3062         0.096           0.0           0.0           0.0        0.1865        0.8135        0.8228           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 448         0.2791        0.3062        0.0957           0.0           0.0           0.0        0.1922        0.8078        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0033           0.0           0.0           0.0           0.0           0.0        0.9967           0.0  
 449         0.2807        0.3092        0.0983           0.0           0.0           0.0        0.1869        0.8131        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 450         0.2803        0.3062        0.0972           0.0           0.0           0.0        0.1934        0.8066         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 451          0.281        0.3062        0.0966           0.0           0.0           0.0        0.1865        0.8135        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 452          0.278        0.3077        0.0987           0.0           0.0           0.0        0.1922        0.8078        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 453         0.2799        0.3077        0.0936           0.0           0.0           0.0        0.1869        0.8131        0.8205           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 454          0.281        0.3062        0.0935           0.0           0.0           0.0        0.1934        0.8066        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 455         0.2803        0.3092        0.0945           0.0           0.0           0.0        0.1865        0.8135        0.8235           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 456          0.281        0.3062        0.0936           0.0           0.0           0.0        0.1922        0.8078        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 457         0.2799        0.3077        0.0948           0.0           0.0           0.0        0.1869        0.8131        0.8212           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 458         0.2807        0.3062        0.0947           0.0           0.0           0.0        0.1934        0.8066        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0033           0.0           0.0           0.0           0.0           0.0        0.9967           0.0  
 459         0.2818        0.3077        0.0996           0.0           0.0           0.0        0.1865        0.8135        0.8231           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 460         0.2787        0.3062        0.0982           0.0           0.0           0.0        0.1922        0.8078         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 461         0.2799        0.3077        0.0953           0.0           0.0           0.0        0.1869        0.8131        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 462         0.2795        0.3077        0.0977           0.0           0.0           0.0        0.1934        0.8066        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 463          0.281        0.3062        0.0949           0.0           0.0           0.0        0.1865        0.8135         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0019           0.0           0.0           0.0           0.0           0.0        0.9981           0.0  
 464         0.2795        0.3062        0.0946           0.0           0.0           0.0        0.1922        0.8078        0.8208           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
 465         0.2791        0.3107        0.0932           0.0           0.0           0.0        0.1869        0.8131         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 466         0.2826        0.3062        0.0926           0.0           0.0           0.0        0.1934        0.8066        0.8193           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 467          0.281        0.3062         0.096           0.0           0.0           0.0        0.1865        0.8135        0.8228           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0024           0.0           0.0           0.0           0.0           0.0        0.9976           0.0  
 468         0.2791        0.3062        0.0957           0.0           0.0           0.0        0.1922        0.8078        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.998           0.0           0.0           0.0           0.0           0.0         0.002           0.0           0.0           0.0        0.0033           0.0           0.0           0.0           0.0           0.0        0.9967           0.0  
 469         0.2807        0.3092        0.0983           0.0           0.0           0.0        0.1869        0.8131        0.8216           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9938           0.0           0.0           0.0           0.0           0.0        0.0062           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9962           0.0  
 470         0.2803        0.3062        0.0972           0.0           0.0           0.0        0.1934        0.8066         0.822           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.992           0.0           0.0           0.0           0.0           0.0         0.008           0.0           0.0           0.0        0.0029           0.0           0.0           0.0           0.0           0.0        0.9971           0.0  
 471          0.281        0.3062        0.0966           0.0           0.0           0.0        0.1865        0.8135        0.8224           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9959           0.0           0.0           0.0           0.0           0.0        0.0041           0.0           0.0           0.0        0.0014           0.0           0.0           0.0           0.0           0.0        0.9986           0.0  
